barangay_name,lgu_name,total_ha,canopy_pct_v6_2019,canopy_pct_v6_2020,canopy_pct_v6_2021,canopy_pct_v6_2022,canopy_pct_v6_2023,canopy_pct_v6_2024,canopy_pct_v6_2025,canopy_pct_v6_2026,canopy_ha_v6_2019,canopy_ha_v6_2020,canopy_ha_v6_2021,canopy_ha_v6_2022,canopy_ha_v6_2023,canopy_ha_v6_2024,canopy_ha_v6_2025,canopy_ha_v6_2026
BF Homes Caloocan,Caloocan,62.1,9.401,9.764,10.084,8.906,10.988,8.971,12.757,9.29,5.8,6.1,6.3,5.5,6.8,5.6,7.9,5.8
Bagbaguin,Caloocan,92.0,5.061,5.138,5.967,4.812,5.545,4.403,7.835,2.921,4.7,4.7,5.5,4.4,5.1,4.0,7.2,2.7
Bagumbong,Caloocan,588.8,12.031,10.806,14.14,12.772,13.393,10.108,11.278,10.005,70.8,63.6,83.2,75.2,78.9,59.5,66.4,58.9
Barangay 1,Caloocan,4.1,3.467,5.883,5.405,4.241,4.766,6.606,5.809,4.841,0.1,0.2,0.2,0.2,0.2,0.3,0.2,0.2
Barangay 10,Caloocan,3.8,3.354,6.071,4.108,3.401,4.992,3.823,4.564,4.769,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.2
Barangay 100,Caloocan,4.4,4.219,6.269,4.012,5.096,3.697,6.155,6.953,4.652,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.2
Barangay 101,Caloocan,11.4,2.935,3.287,1.307,2.347,1.583,2.602,3.597,3.104,0.3,0.4,0.1,0.3,0.2,0.3,0.4,0.4
Barangay 102,Caloocan,2.4,0.552,2.982,0.12,0.869,0.723,3.17,2.482,2.347,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.1
Barangay 103,Caloocan,7.0,1.334,2.411,1.641,1.173,1.336,2.013,1.431,3.452,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2
Barangay 104,Caloocan,7.5,0.273,3.0,1.721,0.957,1.254,2.505,0.944,3.226,0.0,0.2,0.1,0.1,0.1,0.2,0.1,0.2
Barangay 105,Caloocan,8.4,0.036,2.79,0.282,0.679,0.804,1.005,0.485,4.198,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.4
Barangay 106,Caloocan,5.7,1.137,4.254,0.757,1.102,0.249,3.751,1.635,4.471,0.1,0.2,0.0,0.1,0.0,0.2,0.1,0.3
Barangay 107,Caloocan,4.8,0.907,3.741,0.725,0.78,0.517,3.031,1.354,4.09,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.2
Barangay 108,Caloocan,4.9,0.031,2.05,0.541,0.635,0.534,1.456,0.862,2.798,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1
Barangay 109,Caloocan,7.0,0.262,3.782,1.841,1.385,1.353,3.658,1.516,4.194,0.0,0.3,0.1,0.1,0.1,0.3,0.1,0.3
Barangay 11,Caloocan,4.2,0.471,2.176,2.187,0.859,0.267,0.824,0.154,2.352,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
Barangay 110,Caloocan,2.5,3.043,2.406,1.96,2.716,0.254,1.8,0.236,1.546,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Barangay 111,Caloocan,2.5,2.626,2.261,1.987,2.046,0.258,1.365,0.419,0.776,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0
Barangay 112,Caloocan,2.4,0.032,3.051,1.275,0.444,0.47,0.221,0.786,0.649,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 113,Caloocan,2.4,2.678,2.476,1.439,2.146,0.536,0.709,0.102,1.277,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Barangay 114,Caloocan,1.6,3.162,2.037,1.539,2.398,0.514,0.893,0.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 115,Caloocan,1.4,2.135,2.451,1.367,0.899,0.236,0.732,0.897,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 116,Caloocan,2.6,3.036,2.617,1.168,0.0,0.137,1.269,2.338,1.893,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 117,Caloocan,3.2,0.408,3.158,0.433,0.325,1.225,0.323,0.185,2.318,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1
Barangay 118,Caloocan,36.6,7.964,9.791,8.37,6.461,6.364,7.769,9.561,5.648,2.9,3.6,3.1,2.4,2.3,2.8,3.5,2.1
Barangay 119,Caloocan,4.1,0.253,1.036,1.414,2.07,0.609,0.705,1.348,2.66,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1
Barangay 12,Caloocan,31.8,1.13,2.021,2.647,1.422,1.561,1.606,0.73,1.898,0.4,0.6,0.8,0.5,0.5,0.5,0.2,0.6
Barangay 120,Caloocan,6.0,1.519,2.629,2.667,2.591,3.056,3.942,2.752,3.885,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Barangay 121,Caloocan,5.1,2.263,4.998,3.05,1.31,2.917,1.045,0.126,0.311,0.1,0.3,0.2,0.1,0.1,0.1,0.0,0.0
Barangay 122,Caloocan,5.1,0.0,1.965,0.0,0.755,0.021,1.316,0.276,0.117,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
Barangay 123,Caloocan,2.2,4.637,7.209,6.304,3.42,3.107,2.36,1.935,2.378,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.1
Barangay 124,Caloocan,3.2,3.372,6.085,5.289,3.454,2.404,2.66,1.862,1.729,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1
Barangay 125,Caloocan,3.0,0.703,2.783,1.745,1.608,0.448,1.966,1.422,0.366,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0
Barangay 126,Caloocan,3.9,1.334,2.222,3.212,2.729,0.648,3.275,3.204,0.841,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.0
Barangay 127,Caloocan,4.3,1.927,2.476,3.837,4.721,1.469,3.559,7.401,3.111,0.1,0.1,0.2,0.2,0.1,0.2,0.3,0.1
Barangay 128,Caloocan,4.0,2.223,5.828,3.33,0.986,2.0,3.062,5.888,3.459,0.1,0.2,0.1,0.0,0.1,0.1,0.2,0.1
Barangay 129,Caloocan,2.3,3.267,8.542,5.362,1.205,3.318,4.861,5.892,3.175,0.1,0.2,0.1,0.0,0.1,0.1,0.1,0.1
Barangay 13,Caloocan,3.8,1.003,1.835,3.41,1.111,0.665,1.842,1.594,5.962,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.2
Barangay 130,Caloocan,2.8,1.787,4.532,6.397,3.947,4.485,5.299,2.77,4.196,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.1
Barangay 131,Caloocan,4.7,0.0,0.024,0.0,0.093,2.242,0.0,0.407,0.793,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Barangay 132,Caloocan,5.2,0.559,1.355,2.525,0.635,0.43,2.088,0.999,2.016,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1
Barangay 133,Caloocan,3.4,0.494,1.186,1.76,0.628,0.239,1.457,1.36,2.342,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
Barangay 134,Caloocan,8.9,4.107,2.11,3.675,1.443,0.16,1.372,2.186,2.927,0.4,0.2,0.3,0.1,0.0,0.1,0.2,0.3
Barangay 135,Caloocan,7.6,3.716,2.337,3.742,1.971,0.432,1.818,2.253,3.3,0.3,0.2,0.3,0.1,0.0,0.1,0.2,0.3
Barangay 136,Caloocan,9.2,1.136,3.847,2.028,0.0,0.326,1.955,1.367,1.868,0.1,0.4,0.2,0.0,0.0,0.2,0.1,0.2
Barangay 137,Caloocan,8.4,4.198,3.251,4.693,2.879,0.679,3.501,3.559,4.311,0.4,0.3,0.4,0.2,0.1,0.3,0.3,0.4
Barangay 138,Caloocan,8.3,1.525,2.673,2.07,1.537,0.443,1.717,2.26,0.98,0.1,0.2,0.2,0.1,0.0,0.1,0.2,0.1
Barangay 139,Caloocan,8.4,1.528,3.039,3.042,3.506,0.912,2.782,3.008,1.346,0.1,0.3,0.3,0.3,0.1,0.2,0.3,0.1
Barangay 14,Caloocan,28.0,1.006,1.909,1.504,1.626,1.201,1.345,1.452,3.226,0.3,0.5,0.4,0.5,0.3,0.4,0.4,0.9
Barangay 140,Caloocan,5.8,2.676,1.806,0.822,2.91,1.577,3.838,5.353,2.863,0.2,0.1,0.0,0.2,0.1,0.2,0.3,0.2
Barangay 141,Caloocan,5.9,0.878,0.829,0.904,1.961,0.443,2.833,3.058,1.154,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.1
Barangay 142,Caloocan,2.7,0.0,0.258,0.935,0.0,0.0,1.023,0.083,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 143,Caloocan,2.4,0.0,0.392,0.0,0.0,0.444,0.647,1.91,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 144,Caloocan,3.1,0.639,0.708,0.0,0.748,0.626,1.308,2.193,1.095,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 145,Caloocan,3.0,0.0,0.111,0.0,0.039,0.032,0.306,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 146,Caloocan,2.5,0.198,1.613,0.046,0.232,0.139,1.033,0.485,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 147,Caloocan,3.6,0.21,0.257,0.617,0.973,0.147,1.884,2.076,0.539,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0
Barangay 148,Caloocan,2.1,0.076,1.519,0.022,0.0,0.149,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 149,Caloocan,4.8,0.71,0.111,0.209,0.049,1.483,1.888,0.055,0.235,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Barangay 15,Caloocan,5.7,1.273,3.523,3.351,0.854,2.459,3.99,3.289,4.373,0.1,0.2,0.2,0.0,0.1,0.2,0.2,0.3
Barangay 150,Caloocan,3.9,0.121,0.184,0.598,0.0,0.627,2.216,1.032,0.004,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Barangay 151,Caloocan,2.4,0.0,1.074,0.952,0.0,0.0,1.628,2.227,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 152,Caloocan,3.1,1.286,1.397,1.984,2.55,1.727,4.454,1.218,1.245,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0
Barangay 153,Caloocan,3.0,0.392,0.127,0.241,0.0,0.823,3.888,1.098,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Barangay 154,Caloocan,3.5,0.482,2.412,0.348,0.0,0.0,2.853,2.884,0.147,0.0,0.1,0.0,0.0,0.0,0.1,0.1,0.0
Barangay 155,Caloocan,3.3,1.017,0.61,1.832,0.846,2.643,3.153,1.761,0.338,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0
Barangay 156,Caloocan,2.7,3.238,6.147,3.85,6.152,4.827,5.589,6.08,1.419,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.0
Barangay 157,Caloocan,3.2,3.002,4.09,4.449,4.361,5.717,4.711,4.965,1.136,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.0
Barangay 158,Caloocan,27.5,4.783,4.957,8.176,9.869,9.782,6.827,8.138,5.698,1.3,1.4,2.3,2.7,2.7,1.9,2.2,1.6
Barangay 159,Caloocan,54.2,3.997,7.241,5.08,5.732,4.41,6.377,5.668,3.889,2.2,3.9,2.8,3.1,2.4,3.5,3.1,2.1
Barangay 16,Caloocan,6.2,1.045,0.197,0.597,0.708,1.572,1.288,1.785,2.946,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.2
Barangay 160,Caloocan,49.3,3.636,8.109,5.631,3.292,2.499,4.747,4.758,2.259,1.8,4.0,2.8,1.6,1.2,2.3,2.3,1.1
Barangay 161,Caloocan,51.3,7.525,15.379,13.58,6.503,8.449,10.795,10.118,5.226,3.9,7.9,7.0,3.3,4.3,5.5,5.2,2.7
Barangay 162,Caloocan,49.8,7.487,10.814,8.088,8.421,7.326,8.246,7.901,5.305,3.7,5.4,4.0,4.2,3.6,4.1,3.9,2.6
Barangay 163,Caloocan,28.8,3.793,5.388,5.37,6.698,4.36,6.667,7.963,4.821,1.1,1.6,1.5,1.9,1.3,1.9,2.3,1.4
Barangay 164,Caloocan,55.9,5.982,6.935,4.861,8.325,5.978,7.458,7.034,6.866,3.3,3.9,2.7,4.7,3.3,4.2,3.9,3.8
Barangay 17,Caloocan,4.8,1.528,6.585,6.181,1.306,4.464,4.808,2.917,3.735,0.1,0.3,0.3,0.1,0.2,0.2,0.1,0.2
Barangay 170,Caloocan,45.4,8.303,8.391,11.224,8.94,13.29,9.93,11.354,8.166,3.8,3.8,5.1,4.1,6.0,4.5,5.2,3.7
Barangay 172,Caloocan,137.9,7.438,6.822,8.364,7.503,8.918,7.006,5.724,7.727,10.3,9.4,11.5,10.3,12.3,9.7,7.9,10.7
Barangay 173,Caloocan,92.8,14.502,14.697,14.427,14.796,15.022,12.841,13.635,12.843,13.5,13.6,13.4,13.7,13.9,11.9,12.7,11.9
Barangay 174,Caloocan,91.9,12.358,11.684,11.436,10.464,10.472,10.362,8.79,10.539,11.4,10.7,10.5,9.6,9.6,9.5,8.1,9.7
Barangay 175,Caloocan,265.8,14.061,14.233,13.867,13.41,14.505,12.619,13.163,11.901,37.4,37.8,36.9,35.6,38.6,33.5,35.0,31.6
Barangay 176-A,Caloocan,109.0,6.519,6.109,4.902,5.191,6.125,6.622,6.937,5.387,7.1,6.7,5.3,5.7,6.7,7.2,7.6,5.9
Barangay 176-B,Caloocan,76.7,7.704,7.49,6.501,7.365,7.906,7.914,6.341,7.523,5.9,5.7,5.0,5.7,6.1,6.1,4.9,5.8
Barangay 176-C,Caloocan,72.9,7.257,6.115,6.655,8.1,6.473,7.095,6.114,7.874,5.3,4.5,4.9,5.9,4.7,5.2,4.5,5.7
Barangay 176-D,Caloocan,76.2,4.788,4.621,4.258,5.588,5.733,6.291,5.057,5.513,3.6,3.5,3.2,4.3,4.4,4.8,3.9,4.2
Barangay 176-E,Caloocan,77.3,8.495,7.548,8.077,8.067,7.897,7.072,8.007,6.8,6.6,5.8,6.2,6.2,6.1,5.5,6.2,5.3
Barangay 176-F,Caloocan,101.8,11.799,11.368,9.37,9.732,9.523,10.66,10.639,8.809,12.0,11.6,9.5,9.9,9.7,10.9,10.8,9.0
Barangay 177,Caloocan,196.3,10.738,9.988,10.791,11.06,12.615,10.416,8.503,11.237,21.1,19.6,21.2,21.7,24.8,20.4,16.7,22.1
Barangay 178,Caloocan,352.3,10.458,10.302,10.274,9.913,11.157,10.638,7.93,10.739,36.8,36.3,36.2,34.9,39.3,37.5,27.9,37.8
Barangay 18,Caloocan,11.1,0.611,1.268,0.835,1.035,1.509,2.464,2.589,4.541,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.5
Barangay 19,Caloocan,4.7,2.56,5.632,5.537,2.176,5.562,5.762,3.567,3.357,0.1,0.3,0.3,0.1,0.3,0.3,0.2,0.2
Barangay 2,Caloocan,4.9,4.337,3.767,3.07,0.896,0.981,1.246,4.479,2.415,0.2,0.2,0.1,0.0,0.0,0.1,0.2,0.1
Barangay 20,Caloocan,18.6,0.453,1.302,0.96,1.294,1.047,1.085,1.007,3.709,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.7
Barangay 21,Caloocan,4.8,1.014,2.004,1.41,1.073,1.952,2.848,1.368,1.868,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Barangay 22,Caloocan,28.6,1.052,1.265,1.3,0.99,1.198,0.946,0.98,2.25,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.6
Barangay 23,Caloocan,3.8,0.063,2.528,0.338,0.296,0.301,2.969,0.128,1.598,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.1
Barangay 24,Caloocan,3.7,0.0,1.641,0.079,0.055,0.2,1.184,0.024,0.512,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 25,Caloocan,2.9,1.768,4.071,2.218,3.21,0.22,3.18,3.596,2.35,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1
Barangay 26,Caloocan,3.9,0.374,1.171,0.514,0.673,1.841,2.06,1.127,0.947,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
Barangay 27,Caloocan,5.4,0.0,0.106,0.0,0.003,0.823,0.621,0.475,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 28,Caloocan,55.6,0.859,1.841,2.39,0.623,1.457,1.671,1.033,2.037,0.5,1.0,1.3,0.3,0.8,0.9,0.6,1.1
Barangay 29,Caloocan,4.8,1.082,4.42,2.658,1.743,0.12,2.877,1.952,1.129,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.1
Barangay 3,Caloocan,3.7,2.295,2.508,0.036,0.816,1.742,4.059,1.773,1.157,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.0
Barangay 30,Caloocan,7.9,0.175,1.799,0.883,0.0,1.657,1.693,3.017,3.837,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.3
Barangay 31,Caloocan,3.7,0.688,0.376,2.602,0.035,1.719,1.881,3.396,2.745,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1
Barangay 32,Caloocan,3.4,1.434,3.139,2.409,0.0,2.81,4.145,2.969,2.494,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.1
Barangay 33,Caloocan,5.7,0.734,1.548,1.024,0.0,1.947,2.765,1.628,2.394,0.0,0.1,0.1,0.0,0.1,0.2,0.1,0.1
Barangay 34,Caloocan,5.7,0.092,3.094,0.827,0.326,0.718,0.88,1.128,3.171,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.2
Barangay 35,Caloocan,4.6,0.601,1.332,3.638,0.081,2.312,2.699,5.036,3.813,0.0,0.1,0.2,0.0,0.1,0.1,0.2,0.2
Barangay 36,Caloocan,5.0,2.479,2.965,1.95,0.675,1.548,3.099,2.302,1.723,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1
Barangay 37,Caloocan,5.4,0.914,2.282,0.584,0.081,1.052,1.365,0.506,0.58,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0
Barangay 38,Caloocan,4.1,0.064,2.638,0.292,0.248,1.935,1.879,0.263,1.294,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1
Barangay 39,Caloocan,1.7,4.582,6.204,7.248,3.736,8.905,8.822,6.771,5.17,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1
Barangay 4,Caloocan,6.2,1.115,1.988,1.761,0.177,2.119,1.194,2.723,0.609,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.0
Barangay 40,Caloocan,1.9,1.315,3.363,2.474,1.39,2.857,4.284,2.28,5.181,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1
Barangay 41,Caloocan,3.7,0.0,2.626,0.765,0.649,0.553,2.702,0.689,5.65,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.2
Barangay 42,Caloocan,3.1,0.0,5.501,2.743,2.327,1.981,3.927,2.468,7.729,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.2
Barangay 43,Caloocan,3.6,2.903,4.686,5.424,0.861,4.794,1.649,2.964,3.516,0.1,0.2,0.2,0.0,0.2,0.1,0.1,0.1
Barangay 44,Caloocan,3.5,0.83,1.457,1.65,0.0,1.55,0.215,0.683,2.056,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.1
Barangay 45,Caloocan,3.7,0.0,0.271,0.0,2.601,1.176,2.652,1.132,3.214,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1
Barangay 46,Caloocan,3.9,1.883,4.235,4.492,1.009,2.55,1.45,2.788,2.976,0.1,0.2,0.2,0.0,0.1,0.1,0.1,0.1
Barangay 47,Caloocan,3.5,0.498,1.629,1.642,0.57,1.335,0.276,1.39,2.493,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1
Barangay 48,Caloocan,3.7,0.842,1.592,0.984,2.083,0.989,1.784,1.464,3.129,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.1
Barangay 49,Caloocan,6.2,0.606,2.913,1.325,2.758,2.511,3.05,2.003,3.173,0.0,0.2,0.1,0.2,0.2,0.2,0.1,0.2
Barangay 5,Caloocan,6.4,3.216,7.601,6.927,1.732,4.74,6.51,4.38,6.02,0.2,0.5,0.4,0.1,0.3,0.4,0.3,0.4
Barangay 50,Caloocan,3.0,0.0,3.744,3.816,0.271,0.193,0.396,2.181,2.529,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
Barangay 51,Caloocan,5.8,1.407,2.97,1.91,0.992,0.705,0.186,1.994,3.291,0.1,0.2,0.1,0.1,0.0,0.0,0.1,0.2
Barangay 52,Caloocan,2.4,1.291,4.308,1.59,3.416,3.651,4.524,2.822,3.649,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1
Barangay 53,Caloocan,5.6,0.0,4.396,1.185,0.0,1.415,0.031,1.385,1.247,0.0,0.2,0.1,0.0,0.1,0.0,0.1,0.1
Barangay 54,Caloocan,7.8,0.398,4.502,1.809,1.26,0.361,0.4,0.075,1.433,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.1
Barangay 55,Caloocan,7.1,0.327,4.504,1.878,0.93,0.484,0.468,0.56,1.89,0.0,0.3,0.1,0.1,0.0,0.0,0.0,0.1
Barangay 56,Caloocan,3.7,1.323,4.08,1.826,1.346,2.296,3.021,2.274,2.311,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1
Barangay 57,Caloocan,4.5,0.433,0.941,1.215,0.0,0.0,0.0,0.0,1.725,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1
Barangay 58,Caloocan,5.5,2.296,5.377,2.246,3.408,0.104,0.123,0.0,0.796,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0
Barangay 59,Caloocan,4.6,1.799,2.788,0.719,1.361,2.068,3.268,3.085,3.686,0.1,0.1,0.0,0.1,0.1,0.2,0.1,0.2
Barangay 6,Caloocan,2.8,0.896,1.788,2.082,0.621,1.061,1.921,1.095,1.255,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
Barangay 60,Caloocan,4.4,0.683,2.006,2.386,2.539,3.03,2.063,1.392,5.618,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Barangay 61,Caloocan,7.1,0.456,1.515,1.262,1.309,0.187,1.379,0.79,1.493,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1
Barangay 62,Caloocan,7.0,0.059,0.719,0.977,0.738,0.206,1.614,1.659,2.182,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.2
Barangay 63,Caloocan,5.1,1.398,2.583,0.798,0.918,1.832,2.286,3.084,3.391,0.1,0.1,0.0,0.0,0.1,0.1,0.2,0.2
Barangay 64,Caloocan,2.5,2.957,6.635,6.056,3.841,2.43,5.315,5.588,5.979,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2
Barangay 65,Caloocan,2.4,0.0,3.084,0.585,0.0,1.387,0.0,3.281,1.162,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0
Barangay 66,Caloocan,4.1,2.743,2.125,3.168,0.0,2.459,0.0,3.067,4.612,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.2
Barangay 67,Caloocan,5.2,0.153,0.368,1.595,0.0,0.129,0.54,3.44,3.717,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.2
Barangay 68,Caloocan,5.9,0.0,1.689,0.379,0.0,0.541,2.397,4.923,3.673,0.0,0.1,0.0,0.0,0.0,0.1,0.3,0.2
Barangay 69,Caloocan,3.0,0.669,1.741,1.416,0.0,1.777,1.491,0.164,1.773,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1
Barangay 7,Caloocan,3.2,0.421,0.983,1.49,0.507,0.437,1.03,0.452,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 70,Caloocan,6.0,0.911,0.922,1.064,0.0,0.264,1.433,0.363,1.18,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1
Barangay 71,Caloocan,4.0,0.0,0.889,2.066,0.0,3.021,4.578,3.792,0.181,0.0,0.0,0.1,0.0,0.1,0.2,0.2,0.0
Barangay 72,Caloocan,4.4,0.839,1.864,2.172,0.0,1.916,3.143,2.664,0.695,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.0
Barangay 73,Caloocan,13.0,2.142,6.291,5.345,0.646,4.665,3.766,3.026,4.953,0.3,0.8,0.7,0.1,0.6,0.5,0.4,0.6
Barangay 74,Caloocan,7.3,0.502,2.076,2.627,0.0,0.255,0.655,0.012,0.263,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Barangay 75,Caloocan,5.0,0.495,2.325,0.897,0.0,0.074,0.279,0.112,0.219,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 76,Caloocan,2.7,5.116,4.553,3.377,0.0,1.228,2.143,3.183,2.787,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1
Barangay 77,Caloocan,5.9,1.917,4.169,4.448,1.901,0.59,2.329,0.792,4.619,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.3
Barangay 78,Caloocan,6.4,2.342,6.22,6.081,1.716,1.963,2.189,2.042,3.063,0.2,0.4,0.4,0.1,0.1,0.1,0.1,0.2
Barangay 79,Caloocan,6.1,1.63,4.451,4.718,2.791,2.199,3.866,0.738,5.496,0.1,0.3,0.3,0.2,0.1,0.2,0.0,0.3
Barangay 8,Caloocan,29.8,0.962,1.726,1.634,1.204,1.469,2.387,1.902,3.228,0.3,0.5,0.5,0.4,0.4,0.7,0.6,1.0
