barangay_name,lgu_name,total_ha,canopy_pct_model_2019,canopy_pct_model_2020,canopy_pct_model_2021,canopy_pct_model_2022,canopy_pct_model_2023,canopy_pct_model_2024,canopy_pct_model_2025,canopy_pct_model_2026,canopy_ha_model_2019,canopy_ha_model_2020,canopy_ha_model_2021,canopy_ha_model_2022,canopy_ha_model_2023,canopy_ha_model_2024,canopy_ha_model_2025,canopy_ha_model_2026
San Antonio,Makati,93.1,1.497,1.684,1.59,1.964,2.058,2.339,1.684,1.59,1.4,1.6,1.5,1.8,1.9,2.2,1.6,1.5
San Isidro,Makati,47.6,0.733,2.015,2.015,1.832,2.381,1.648,2.198,2.564,0.3,1.0,1.0,0.9,1.1,0.8,1.0,1.2
San Lorenzo,Makati,173.2,5.43,6.385,6.687,8.149,7.893,6.285,8.797,7.642,9.4,11.1,11.6,14.1,13.7,10.9,15.2,13.2
Santa Cruz,Makati,21.6,1.21,1.613,1.613,1.613,2.419,0.403,1.613,2.016,0.3,0.3,0.3,0.3,0.5,0.1,0.3,0.4
Singkamas,Makati,13.8,0.0,1.266,1.899,0.633,1.266,1.899,1.266,0.0,0.0,0.2,0.3,0.1,0.2,0.3,0.2,0.0
Tejeros,Makati,28.6,0.61,0.915,1.22,0.915,1.22,0.915,2.134,0.915,0.2,0.3,0.3,0.3,0.3,0.3,0.6,0.3
Urdaneta,Makati,74.6,17.757,20.327,20.911,24.766,22.664,18.363,24.089,21.379,13.2,15.2,15.6,18.5,16.9,13.7,17.9,15.9
Valenzuela,Makati,25.5,3.413,3.072,2.73,2.048,3.072,1.706,4.437,4.096,0.9,0.8,0.7,0.5,0.8,0.4,1.1,1.0
Dampalit,Malabon,279.6,0.093,0.187,0.343,0.156,0.156,0.187,0.374,0.093,0.3,0.5,1.0,0.4,0.4,0.5,1.0,0.3
Muzon,Malabon,54.7,1.592,1.911,1.752,1.115,1.433,0.955,1.592,0.955,0.9,1.0,1.0,0.6,0.8,0.5,0.9,0.5
Addition Hills,Mandaluyong,113.7,4.751,5.517,5.747,7.28,6.59,4.444,6.284,5.594,5.4,6.3,6.5,8.3,7.5,5.1,7.1,6.4
Bagong Silang,Mandaluyong,14.2,3.067,3.681,3.067,3.681,1.84,1.227,3.681,2.454,0.4,0.5,0.4,0.5,0.3,0.2,0.5,0.3
Barangka Drive,Mandaluyong,21.5,0.0,0.0,0.405,0.405,0.405,0.405,0.0,0.405,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1
Barangka Ibaba,Mandaluyong,15.6,0.0,0.559,2.235,2.793,2.793,2.793,3.911,2.793,0.0,0.1,0.3,0.4,0.4,0.4,0.6,0.4
Barangka Ilaya,Mandaluyong,48.3,0.542,1.264,1.083,1.264,1.264,1.625,3.069,1.805,0.3,0.6,0.5,0.6,0.6,0.8,1.5,0.9
Barangka Itaas,Mandaluyong,18.4,0.474,0.474,0.474,1.422,0.948,0.948,1.422,0.948,0.1,0.1,0.1,0.3,0.2,0.2,0.3,0.2
Buayang Bato,Mandaluyong,31.8,1.648,2.192,2.466,2.74,1.918,1.923,2.77,2.466,0.5,0.7,0.8,0.9,0.6,0.6,0.9,0.8
Burol,Mandaluyong,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daang Bakal,Mandaluyong,17.2,1.015,2.538,0.508,1.523,3.046,2.03,3.553,3.046,0.2,0.4,0.1,0.3,0.5,0.3,0.6,0.5
Hagdang Bato Itaas,Mandaluyong,17.2,4.545,5.051,5.556,6.061,7.576,5.051,5.556,6.566,0.8,0.9,1.0,1.0,1.3,0.9,1.0,1.1
Hagdang Bato Libis,Mandaluyong,15.1,8.092,9.249,8.671,8.671,8.671,7.514,10.405,8.671,1.2,1.4,1.3,1.3,1.3,1.1,1.6,1.3
Harapin ang Bukas,Mandaluyong,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highway Hills,Mandaluyong,93.1,1.403,1.497,1.403,1.31,2.619,1.497,1.977,2.058,1.3,1.4,1.3,1.2,2.4,1.4,1.8,1.9
Hulo,Mandaluyong,37.9,0.23,1.149,0.69,0.46,0.69,0.46,1.609,1.149,0.1,0.4,0.3,0.2,0.3,0.2,0.6,0.4
Mabini-J. Rizal,Mandaluyong,20.9,2.917,4.167,2.5,1.25,2.917,1.25,4.167,2.917,0.6,0.9,0.5,0.3,0.6,0.3,0.9,0.6
Malamig,Mandaluyong,31.3,0.836,1.393,1.671,1.114,1.671,1.95,2.228,1.671,0.3,0.4,0.5,0.3,0.5,0.6,0.7,0.5
Mauway,Mandaluyong,69.7,30.75,33.5,33.125,33.875,32.625,27.0,32.875,31.375,21.4,23.3,23.1,23.6,22.7,18.8,22.9,21.9
Namayan,Mandaluyong,32.1,6.233,7.046,7.588,9.485,8.13,4.878,7.859,7.046,2.0,2.3,2.4,3.0,2.6,1.6,2.5,2.3
New Zañiga,Mandaluyong,17.4,1.0,0.5,1.0,1.0,2.0,0.5,1.0,0.5,0.2,0.1,0.2,0.2,0.3,0.1,0.2,0.1
Old Zañiga,Mandaluyong,33.2,17.585,19.948,21.522,22.047,20.21,17.585,21.785,18.11,5.8,6.6,7.1,7.3,6.7,5.8,7.2,6.0
Pag-asa,Mandaluyong,13.6,3.205,3.846,6.41,5.769,5.769,4.487,7.692,3.205,0.4,0.5,0.9,0.8,0.8,0.6,1.0,0.4
Plainview,Mandaluyong,107.1,0.65,0.894,1.057,1.382,1.138,1.138,1.301,1.138,0.7,1.0,1.1,1.5,1.2,1.2,1.4,1.2
Pleasant Hills,Mandaluyong,20.9,2.5,2.917,3.333,3.333,2.083,1.25,2.917,2.083,0.5,0.6,0.7,0.7,0.4,0.3,0.6,0.4
Poblacion,Mandaluyong,23.0,0.758,1.894,0.758,0.758,0.758,0.758,0.379,0.379,0.2,0.4,0.2,0.2,0.2,0.2,0.1,0.1
San Jose,Mandaluyong,8.7,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.2,0.2,0.1,0.2,0.2,0.1,0.1
Vergara,Mandaluyong,19.8,3.524,8.37,8.811,12.335,12.775,9.692,11.013,11.454,0.7,1.7,1.7,2.4,2.5,1.9,2.2,2.3
Wack-Wack Greenhills,Mandaluyong,289.9,22.95,29.078,27.576,27.155,27.906,26.464,30.069,23.34,66.5,84.3,80.0,78.7,80.9,76.7,87.2,67.7
Barangay 125,Manila,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 126,Manila,13.8,0.0,0.0,0.0,0.0,0.629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
Barangay 127,Manila,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 128,Manila,109.3,1.434,1.673,1.833,3.665,2.151,0.717,3.187,1.275,1.6,1.8,2.0,4.0,2.4,0.8,3.5,1.4
Barangay 129,Manila,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 130,Manila,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 131,Manila,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 132,Manila,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 133,Manila,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 134,Manila,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 135,Manila,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 136,Manila,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 137,Manila,2.3,0.0,0.0,3.846,0.0,0.0,0.0,3.846,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0
Barangay 138,Manila,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 139,Manila,3.2,0.0,0.0,0.0,0.0,2.703,0.0,2.703,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0
Barangay 140,Manila,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 141,Manila,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 142,Manila,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 143,Manila,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 144,Manila,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 145,Manila,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 146,Manila,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 147,Manila,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 148,Manila,8.8,0.99,0.0,1.98,0.99,1.98,0.99,0.99,1.98,0.1,0.0,0.2,0.1,0.2,0.1,0.1,0.2
Barangay 149,Manila,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 150,Manila,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 151,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 152,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 153,Manila,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 154,Manila,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 155,Manila,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 156,Manila,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Barangay 157,Manila,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 158,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 159,Manila,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 160,Manila,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 161,Manila,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 162,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 163,Manila,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 164,Manila,2.0,0.0,0.0,8.696,0.0,4.348,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0
Barangay 165,Manila,2.5,0.0,3.448,3.448,0.0,0.0,0.0,3.448,3.448,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.1
Barangay 166,Manila,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 167,Manila,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 168,Manila,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 169,Manila,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 170,Manila,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 171,Manila,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 172,Manila,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 173,Manila,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 174,Manila,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 175,Manila,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 176,Manila,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 313,Manila,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 314,Manila,5.3,0.0,0.0,1.639,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
Barangay 315,Manila,4.6,0.0,1.887,1.887,1.887,3.774,1.887,1.887,1.887,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.1
Barangay 316,Manila,4.1,0.0,2.128,2.128,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
Barangay 317,Manila,2.8,0.0,0.0,3.125,3.125,0.0,3.125,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0
Barangay 318,Manila,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 319,Manila,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 320,Manila,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 321,Manila,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 322,Manila,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 323,Manila,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 324,Manila,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 325,Manila,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 329,Manila,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 330,Manila,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 335,Manila,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 336,Manila,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 337,Manila,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 338,Manila,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 339,Manila,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 340,Manila,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 341,Manila,3.2,0.0,0.0,2.703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Barangay 342,Manila,6.0,0.0,0.0,1.449,1.449,1.449,1.449,1.449,2.899,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2
Barangay 462,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 463,Manila,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 464,Manila,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 465,Manila,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 466,Manila,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barangay 467,Manila,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
